suspect_id,name,gender,age,height,hair_color,eye_color,facial_hair,tattoos,galsses,scars,feet_size,status
292,Maile Walters,Male,63,Short,Blonde,Blue,Yes,No,Yes,No,Large,Not Guilty
293,Lacota Cunningham,Male,65,Short,Red,Green,Yes,Yes,Yes,Yes,Medium,Not Guilty
294,Claire Moses,Female,67,Tall,Brown,Brown,Yes,Yes,No,No,Small,Not Guilty
295,Jayme Morris,Male,76,Short,Blonde,Blue,No,No,No,Yes,Small,Not Guilty
296,Kyra Mullen,Male,78,Medium,Red,Brown,Yes,Yes,Yes,No,Large,Not Guilty
297,Pat Glass,Male,37,Tall,Black,Brown,No,No,Yes,No,Medium,Not Guilty
298,Steph Savage,Female,48,Medium,Blonde,Brown,Yes,No,Yes,Yes,Small,Not Guilty
299,Bethany Madden,Female,81,Short,Brown,Blue,Yes,No,Yes,No,Small,Not Guilty
300,Abra Miles,Male,75,Tall,Blonde,Blue,No,No,Yes,No,Large,Not Guilty
301,Ethan Lee,Male,57,Short,Black,Brown,Yes,No,Yes,Yes,Small,Not Guilty
302,Graiden Johnston,Male,53,Short,Brown,Green,No,No,Yes,No,Small,Not Guilty
303,Cara Beck,Female,46,Medium,Blonde,Brown,No,No,No,No,Medium,Not Guilty
304,Riley Avery,Female,58,Medium,Red,Brown,Yes,No,No,Yes,Medium,Not Guilty
305,Kylie Hays,Female,46,Medium,Red,Brown,No,Yes,Yes,No,Medium,Not Guilty
306,Travis Morton,Female,42,Short,Brown,Brown,No,No,No,Yes,Large,Not Guilty
307,Faith Mcdaniel,Female,65,Short,Red,Brown,Yes,No,No,Yes,Large,Not Guilty
308,Autumn Camacho,Female,76,Short,Red,Blue,Yes,Yes,Yes,Yes,Medium,Not Guilty
309,Dante Estes,Male,36,Short,Brown,Brown,No,No,No,No,Small,Not Guilty
310,Uriah Wagner,Female,26,Medium,Black,Brown,Yes,Yes,No,No,Small,Not Guilty
311,Anika Strong,Female,72,Tall,Black,Blue,Yes,No,Yes,No,Medium,Not Guilty
312,Rinae Riggs,Male,40,Tall,Black,Brown,No,No,Yes,No,Large,Not Guilty
313,Kamalia Valenzuela,Female,62,Medium,Black,Blue,No,Yes,No,No,Medium,Not Guilty
314,Haviva Cook,Male,32,Tall,Red,Green,No,No,No,No,Small,Not Guilty
315,Darrela Navarro,Female,82,Short,Brown,Blue,Yes,Yes,Yes,No,Large,Not Guilty
316,Quinn Booth,Female,78,Medium,Brown,Green,No,Yes,No,No,Small,Not Guilty
317,Nate Mccarty,Male,30,Medium,Brown,Green,No,No,No,Yes,Small,Not Guilty
318,Martin Galloway,Male,41,Tall,Black,Blue,Yes,Yes,Yes,No,Large,Not Guilty
319,Serena Coleman,Female,51,Medium,Brown,Blue,No,No,No,Yes,Small,Not Guilty
320,Buckminster Whitaker,Female,83,Tall,Brown,Green,No,Yes,No,No,Medium,Not Guilty
321,Cherokee Riley,Female,62,Medium,Brown,Green,Yes,No,No,Yes,Small,Not Guilty
322,Isaiah Snyder,Female,62,Medium,Black,Brown,No,No,Yes,No,Large,Not Guilty
323,Jemima Alford,Female,67,Medium,Brown,Brown,No,Yes,No,Yes,Small,Not Guilty
324,Sandy Ruiz,Male,69,Tall,Red,Brown,Yes,Yes,No,Yes,Medium,Not Guilty
325,Cruiz Logan,Female,80,Medium,Blonde,Brown,No,Yes,Yes,No,Large,Not Guilty
326,Lentil Hall,Female,50,Medium,Blonde,Brown,Yes,Yes,No,Yes,Large,Not Guilty
327,Macey Harrington,Male,37,Short,Red,Blue,No,Yes,No,Yes,Large,Not Guilty
328,Aurelia Rich,Female,18,Tall,Red,Blue,No,No,No,No,Large,Not Guilty
329,Shoshana Kelley,Male,67,Medium,Black,Blue,Yes,Yes,Yes,No,Medium,Not Guilty
330,Wendy Perry,Female,62,Tall,Black,Brown,Yes,No,No,Yes,Small,Not Guilty
331,Teegan Mcmahon,Female,33,Tall,Brown,Green,Yes,No,Yes,Yes,Medium,Not Guilty
332,Madeline Nixon,Female,68,Tall,Blonde,Brown,No,No,Yes,Yes,Large,Not Guilty
333,Maxwell Dickerson,Male,75,Medium,Red,Blue,No,No,Yes,Yes,Small,Not Guilty
334,Hilel Flores,Male,68,Tall,Blonde,Green,Yes,No,No,Yes,Medium,Not Guilty
335,Yoshio Rasmussen,Male,50,Short,Brown,Green,Yes,Yes,No,No,Large,Not Guilty
336,Ryder Marshall,Male,56,Tall,Brown,Blue,No,Yes,Yes,No,Medium,Not Guilty
337,Jordan Sharpe,Male,38,Tall,Black,Brown,Yes,Yes,No,Yes,Small,Not Guilty
338,Kasper Good,Male,55,Medium,Black,Blue,No,No,Yes,Yes,Large,Not Guilty
339,Damon Stark,Male,75,Medium,Black,Blue,No,Yes,Yes,Yes,Small,Not Guilty
340,Beth Cash,Female,57,Tall,Blonde,Blue,Yes,Yes,Yes,Yes,Small,Not Guilty
341,Tany Marquez,Male,28,Short,Blonde,Blue,Yes,Yes,No,No,Small,Not Guilty
342,Faith Beck,Female,78,Short,Brown,Green,No,No,No,No,Medium,Not Guilty
343,Kid Sharp,Male,56,Medium,Black,Brown,Yes,Yes,No,No,Large,Not Guilty
344,Paul Oneill,Male,44,Medium,Red,Brown,No,Yes,Yes,No,Medium,Not Guilty
345,Wyoming Wade,Female,43,Short,Black,Brown,No,Yes,Yes,No,Large,Not Guilty
346,Yasir Bradshaw,Male,80,Short,Red,Brown,No,Yes,No,Yes,Small,Not Guilty
347,Venir Jarvis,Male,23,Medium,Red,Blue,No,No,Yes,Yes,Medium,Not Guilty
348,Scarlett Oneill,Female,81,Medium,Brown,Blue,Yes,Yes,Yes,No,Small,Not Guilty
349,Paul Dominguez,Male,34,Tall,Red,Blue,Yes,No,No,No,Medium,Not Guilty
350,Kessie Benson,Female,61,Tall,Brown,Blue,No,Yes,Yes,No,Small,Not Guilty
351,Grady Walker,Male,42,Medium,Black,Blue,Yes,No,Yes,Yes,Small,Not Guilty
352,Leonard Fields,Male,53,Medium,Brown,Brown,No,No,No,Yes,Large,Not Guilty
353,Sharee Cherry,Female,25,Tall,Black,Green,Yes,Yes,No,No,Small,Not Guilty
354,Brent Hurst,Male,73,Tall,Black,Brown,No,Yes,No,No,Medium,Not Guilty
355,Celeste Burgess,Female,54,Short,Black,Brown,No,Yes,Yes,Yes,Large,Not Guilty
356,Ashton Reeves,Female,71,Short,Blonde,Brown,Yes,Yes,No,Yes,Large,Not Guilty
357,Britanni Long,Female,80,Short,Brown,Green,No,No,Yes,No,Medium,Not Guilty
358,Jana Rasmussen,Female,48,Tall,Brown,Brown,Yes,Yes,Yes,Yes,Small,Not Guilty
359,Dan Lara,Male,46,Tall,Blonde,Green,No,Yes,Yes,No,Large,Not Guilty
360,Erich Hurst,Male,40,Medium,Blonde,Blue,No,Yes,No,No,Large,Not Guilty
361,Quin Mendez,Male,52,Tall,Black,Blue,No,Yes,No,No,Large,Not Guilty
362,Margaret Aguirre,Female,70,Tall,Black,Brown,Yes,Yes,Yes,Yes,Medium,Not Guilty
363,Liam Rosa,Male,48,Medium,Black,Brown,No,Yes,Yes,Yes,Small,Not Guilty
364,Ivory Deleon,Female,53,Medium,Black,Blue,No,No,Yes,Yes,Small,Not Guilty
365,Auro Tillman,Male,72,Tall,Blonde,Blue,Yes,Yes,Yes,No,Large,Not Guilty
366,India Bradford,Female,73,Tall,Blonde,Blue,No,No,Yes,Yes,Medium,Not Guilty
367,Melodie Shepard,Female,83,Tall,Blonde,Brown,Yes,Yes,Yes,No,Medium,Not Guilty
368,Raryn Stafford,Male,69,Short,Black,Green,Yes,Yes,Yes,Yes,Small,Not Guilty
369,Thane Mclaughlin,Female,52,Medium,Brown,Brown,Yes,No,Yes,Yes,Small,Not Guilty
370,Will Larsen,Male,29,Tall,Red,Green,Yes,No,Yes,Yes,Small,Not Guilty
371,Dale Schneider,Male,66,Tall,Blonde,Brown,No,Yes,Yes,No,Medium,Not Guilty
372,Luna Rodriguez,Male,27,Tall,Red,Green,Yes,Yes,Yes,Yes,Medium,Not Guilty
373,Galena Hester,Female,83,Tall,Blonde,Blue,No,Yes,Yes,Yes,Medium,Not Guilty
374,Clete Moore,Male,72,Tall,Brown,Blue,Yes,Yes,No,Yes,Small,Not Guilty
375,Jada Mcmahon,Female,60,Tall,Brown,Blue,Yes,No,No,No,Medium,Not Guilty
376,Dan Anthony,Male,36,Tall,Blonde,Blue,No,Yes,No,No,Large,Not Guilty
377,Wyatt Zimmerman,Male,35,Short,Brown,Brown,No,No,Yes,No,Small,Not Guilty
378,Sigourney Kelly,Female,76,Medium,Blonde,Brown,No,Yes,Yes,No,Small,Not Guilty
379,Ash Barnes,Male,79,Tall,Blonde,Green,No,No,Yes,Yes,Small,Not Guilty
380,Kristopher Mullen,Male,20,Short,Red,Brown,No,Yes,Yes,No,Small,Not Guilty
381,Rooney Wilkinson,Male,38,Medium,Blonde,Green,No,No,No,No,Large,Not Guilty
382,Desirae Garrison,Female,65,Medium,Brown,Brown,No,Yes,Yes,Yes,Medium,Not Guilty
383,Max Mcintosh,Male,38,Short,Red,Green,No,Yes,No,No,Large,Not Guilty
384,Darryl Cantrell,Male,44,Short,Red,Blue,No,Yes,Yes,Yes,Medium,Not Guilty
385,Zia Hess,Female,56,Tall,Brown,Brown,No,Yes,No,No,Small,Not Guilty
386,Noelle Wagner,Female,36,Tall,Blonde,Blue,No,No,Yes,No,Medium,Not Guilty
387,Charles Dickerson,Male,65,Tall,Brown,Blue,No,No,No,No,Medium,Not Guilty
388,Hedwig Todd,Male,55,Medium,Brown,Green,No,Yes,Yes,Yes,Medium,Not Guilty
389,Kirkette Hale,Female,24,Short,Brown,Brown,No,Yes,No,Yes,Medium,Not Guilty
390,Zenia Randolph,Female,79,Medium,Brown,Brown,Yes,Yes,Yes,Yes,Large,Not Guilty
391,Ursell Stanley,Male,23,Tall,Brown,Blue,No,Yes,No,Yes,Small,Not Guilty
392,Felicia Zimmerman,Female,80,Short,Blonde,Green,Yes,Yes,Yes,No,Medium,Not Guilty
393,Gannon Faulkner,Female,63,Tall,Black,Green,No,No,No,Yes,Medium,Not Guilty
394,Hollande Buck,Female,67,Tall,Red,Blue,Yes,Yes,No,Yes,Medium,Not Guilty
395,Hank Lindsey,Male,72,Short,Brown,Blue,No,No,No,No,Small,Not Guilty
396,Steve Roman,Male,30,Tall,Red,Blue,Yes,Yes,No,Yes,Large,Not Guilty
397,Lael Shaw,Male,70,Tall,Red,Green,Yes,No,No,Yes,Medium,Not Guilty
398,Tatiana Daniels,Female,55,Medium,Brown,Blue,Yes,No,No,No,Small,Not Guilty
399,fie Graham,Female,58,Short,Black,Brown,Yes,Yes,Yes,Yes,Small,Not Guilty
400,Prescott Burch,Female,81,Short,Red,Blue,No,Yes,Yes,No,Small,Not Guilty
401,Nasim Santana,Male,64,Medium,Brown,Blue,Yes,No,No,Yes,Large,Not Guilty
402,September Atkinson,Female,57,Short,Brown,Brown,Yes,Yes,No,No,Medium,Not Guilty
403,Quincy Clements,Female,66,Short,Brown,Blue,No,No,Yes,No,Small,Not Guilty
404,Maris Vance,Female,61,Medium,Black,Brown,Yes,No,Yes,No,Small,Not Guilty
405,Wang Moreno,Male,34,Medium,Brown,Green,No,Yes,No,No,Small,Not Guilty
406,Ursula Gentry,Female,41,Medium,Red,Brown,Yes,No,No,No,Small,Not Guilty
407,Jethro Lucas,Male,73,Medium,Brown,Blue,Yes,No,Yes,Yes,Small,Not Guilty
408,Quon Buchanan,Male,81,Medium,Blonde,Brown,Yes,No,No,No,Large,Not Guilty
409,Teegan Cruz,Female,50,Short,Brown,Brown,Yes,No,Yes,No,Large,Not Guilty
410,Hedwig Finley,Female,19,Tall,Black,Brown,Yes,No,Yes,No,Medium,Not Guilty
411,Kylynn Reed,Female,60,Short,Brown,Brown,No,No,No,Yes,Medium,Not Guilty
412,Harl Sanders,Male,46,Short,Blonde,Brown,Yes,No,Yes,No,Large,Not Guilty
413,Codine Henderson,Female,68,Short,Black,Green,Yes,Yes,Yes,No,Large,Not Guilty
414,Joseph Aurelia,Male,32,Medium,Red,Green,No,No,Yes,Yes,Large,Not Guilty
415,Hillary Morales,Male,71,Medium,Blonde,Blue,No,Yes,No,No,Large,Not Guilty
416,Tarik Pace,Female,56,Tall,Blonde,Blue,No,No,No,No,Large,Not Guilty
417,Sean Barnes,Male,61,Tall,Black,Green,No,Yes,Yes,Yes,Large,Not Guilty
418,Zelenia Cochran,Female,44,Tall,Blonde,Blue,Yes,No,Yes,Yes,Large,Not Guilty
419,Malike Branch,Female,76,Tall,Brown,Green,Yes,No,No,No,Large,Not Guilty
420,Lani Foley,Male,18,Short,Red,Blue,No,No,No,No,Large,Not Guilty
421,Orli Parks,Female,81,Tall,Red,Blue,Yes,Yes,No,Yes,Small,Not Guilty
422,TaShya Witt,Male,60,Short,Blonde,Green,No,Yes,No,Yes,Large,Not Guilty
423,Quemby Ewing,Male,40,Medium,Blonde,Green,No,Yes,No,No,Small,Not Guilty
424,Eliana Mccall,Female,27,Short,Red,Brown,No,Yes,Yes,Yes,Small,Not Guilty
425,Alana Keith,Female,41,Short,Brown,Brown,No,No,No,Yes,Medium,Not Guilty
426,Vaughan Pena,Male,64,Tall,Blonde,Brown,No,Yes,No,Yes,Medium,Not Guilty
427,Vera Cote,Female,59,Short,Black,Blue,No,No,No,No,Small,Not Guilty
428,Josh Stone,Male,42,Medium,Black,Blue,Yes,Yes,Yes,No,Medium,Not Guilty
429,Alan Manning,Male,35,Short,Blonde,Blue,Yes,Yes,No,Yes,Medium,Not Guilty
430,Clark Smith,Male,77,Medium,Black,Green,No,No,No,No,Medium,Not Guilty
431,Emily Conley,Female,64,Medium,Black,Blue,No,No,No,Yes,Medium,Not Guilty
432,Griffin Owens,Female,27,Short,Black,Brown,No,Yes,No,Yes,Small,Not Guilty
433,Harl Vincent,Male,33,Short,Brown,Green,Yes,No,Yes,Yes,Large,Not Guilty
434,Olympian Newman,Male,63,Medium,Blonde,Blue,No,Yes,Yes,No,Small,Not Guilty
435,Hamilton Hutchinson,Female,40,Tall,Black,Blue,Yes,No,No,No,Large,Not Guilty
436,Olive Powers,Female,29,Short,Brown,Brown,Yes,Yes,Yes,Yes,Large,Not Guilty
437,Upton Parker,Female,75,Medium,Blonde,Green,Yes,Yes,Yes,No,Small,Not Guilty
438,Branton Henry,Female,76,Tall,Red,Blue,Yes,Yes,Yes,No,Large,Not Guilty
439,Elvis Becker,Male,35,Short,Red,Brown,Yes,Yes,No,No,Large,Not Guilty
440,Zenaida Norris,Female,81,Short,Brown,Blue,Yes,No,No,No,Small,Not Guilty
441,Winifred Fleming,Female,47,Tall,Brown,Green,Yes,No,No,Yes,Large,Not Guilty
442,Afrran Sargent,Male,35,Short,Black,Green,Yes,Yes,No,No,Large,Not Guilty
443,Melissa Bradshaw,Female,21,Short,Brown,Brown,Yes,Yes,Yes,No,Medium,Not Guilty
444,Talon Fields,Female,66,Short,Blonde,Brown,Yes,No,No,Yes,Medium,Not Guilty
445,Caryn Collier,Female,38,Short,Brown,Brown,Yes,No,No,No,Medium,Not Guilty
446,Norman Alvarado,Male,46,Medium,Brown,Blue,No,Yes,No,Yes,Medium,Not Guilty
447,Julian Dennis,Male,59,Medium,Brown,Green,Yes,Yes,Yes,No,Large,Not Guilty
448,Timon Cunningham,Female,55,Short,Black,Blue,Yes,Yes,Yes,Yes,Large,Not Guilty
449,Tater Lambert,Male,76,Tall,Brown,Brown,No,No,Yes,No,Medium,Not Guilty
450,Fletchley Benjamin,Female,52,Medium,Blonde,Green,Yes,Yes,Yes,No,Medium,Not Guilty
451,Moll Le,Male,32,Short,Black,Brown,No,Yes,Yes,No,Medium,Not Guilty
452,Dander Ratliff,Male,31,Medium,Blonde,Brown,Yes,Yes,No,Yes,Medium,Not Guilty
453,Wylie Mendoza,Male,65,Medium,Black,Blue,No,No,No,No,Large,Not Guilty
454,Hendan Butler,Male,52,Tall,Red,Brown,Yes,Yes,Yes,Yes,Small,Not Guilty
455,Kimberley Knowles,Female,84,Tall,Blonde,Green,No,Yes,Yes,No,Large,Not Guilty
456,Zephr Francis,Male,40,Tall,Blonde,Brown,Yes,No,Yes,Yes,Medium,Not Guilty
457,Brexley Rhodes,Female,69,Medium,Blonde,Green,Yes,No,Yes,Yes,Medium,Not Guilty
458,Tad Livingston,Male,37,Medium,Black,Blue,No,Yes,No,No,Large,Not Guilty
459,Uriah Ingram,Male,20,Short,Blonde,Brown,No,No,No,Yes,Large,Not Guilty
460,Ciara Santana,Female,81,Medium,Blonde,Brown,Yes,Yes,No,Yes,Small,Not Guilty
461,Ardmore Sutton,Male,28,Medium,Blonde,Green,Yes,No,No,Yes,Medium,Not Guilty
462,Quamar Wells,Female,79,Tall,Brown,Brown,No,No,No,No,Medium,Not Guilty
463,Alice Gaines,Female,32,Short,Blonde,Blue,No,Yes,Yes,Yes,Large,Not Guilty
464,Holden Serrano,Male,71,Short,Red,Brown,Yes,Yes,Yes,No,Large,Not Guilty
465,Madaline Lopez,Female,33,Tall,Red,Green,No,No,Yes,Yes,Medium,Not Guilty
466,Dani Zamora,Female,71,Medium,Blonde,Green,Yes,No,No,Yes,Small,Not Guilty
467,Wynne Valentine,Male,32,Tall,Blonde,Blue,Yes,Yes,Yes,Yes,Small,Not Guilty
468,Kennedy Guzman,Female,76,Short,Black,Brown,Yes,No,Yes,No,Small,Not Guilty
469,Ayanna Poole,Female,75,Short,Blonde,Blue,No,No,No,Yes,Small,Not Guilty
470,Mufutau Mckay,Male,77,Tall,Red,Blue,Yes,Yes,Yes,Yes,Medium,Not Guilty
471,Echo Calderon,Female,27,Short,Blonde,Blue,Yes,Yes,Yes,No,Medium,Not Guilty
472,Reed Sullivan,Male,76,Tall,Brown,Blue,No,Yes,No,Yes,Small,Not Guilty
473,Rachel Gay,Female,20,Medium,Blonde,Green,No,No,No,No,Small,Not Guilty
474,Rajah Pacheco,Female,20,Short,Blonde,Brown,No,Yes,No,No,Small,Not Guilty
475,Ezekiel Alston,Male,78,Short,Black,Brown,Yes,No,No,No,Small,Not Guilty
476,Noble Bridges,Female,71,Short,Black,Green,No,No,Yes,Yes,Large,Guilty
477,Norman Strickland,Male,28,Medium,Black,Brown,Yes,Yes,No,Yes,Medium,Guilty
478,Oliver Holt,Male,73,Tall,Black,Green,No,Yes,No,Yes,Small,Guilty
479,Sybill Donaldson,Female,50,Medium,Red,Brown,Yes,No,No,Yes,Medium,Guilty
480,Preston Nieves,Female,46,Tall,Brown,Brown,No,No,No,Yes,Medium,Guilty
481,Charity Mcdaniel,Female,53,Short,Brown,Brown,No,No,No,No,Small,Guilty
482,Joe Cruz,Male,26,Medium,Blonde,Brown,Yes,No,Yes,No,Large,Guilty
483,Chaim Lambert,Male,67,Tall,Blonde,Blue,Yes,Yes,Yes,No,Medium,Guilty
484,Scope Avila,Female,71,Short,Red,Brown,No,Yes,Yes,No,Medium,Guilty
485,Ahmed Knowles,Female,46,Short,Black,Blue,Yes,Yes,No,No,Medium,Guilty
486,Ina Lee,Female,32,Medium,Black,Brown,Yes,No,Yes,Yes,Large,Guilty
487,Brynn Parks,Female,51,Short,Brown,Blue,No,No,Yes,Yes,Medium,Guilty
488,Tanek Mercado,Female,54,Medium,Red,Blue,No,No,Yes,Yes,Small,Guilty
489,Xavier Hebert,Male,44,Medium,Blonde,Blue,Yes,No,No,Yes,Small,Guilty
490,Dan Livingston,Male,48,Medium,Blonde,Green,Yes,No,Yes,Yes,Small,Guilty
491,Lynn Lopez,Female,85,Short,Black,Blue,No,No,Yes,Yes,Medium,Guilty
492,Philip Mcknight,Male,51,Short,Red,Green,Yes,Yes,Yes,No,Large,Guilty
493,Lawrie Hammond,Female,31,Medium,Black,Brown,No,Yes,No,No,Large,Guilty
494,Raphael Castaneda,Female,73,Tall,Blonde,Blue,Yes,Yes,No,Yes,Medium,Guilty
495,Palmer Ray,Female,79,Tall,Brown,Blue,Yes,Yes,Yes,No,Small,Guilty
496,Oren Quinn,Male,76,Short,Blonde,Green,No,Yes,No,Yes,Small,Guilty
497,Alvin Park,Female,48,Medium,Red,Blue,No,No,No,No,Medium,Guilty
498,Clark Moses,Female,43,Short,Brown,Blue,No,Yes,Yes,No,Large,Guilty
499,Graham Cain,Male,40,Tall,Red,Blue,Yes,No,Yes,Yes,Large,Guilty
500,Stacy Bennett,Female,49,Tall,Red,Green,No,No,Yes,No,Medium,Guilty
